User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Lucas Stewart","Christian Gray",Carer,"2020-04-21 05:52:56",689,Outgoing,38
"Lucas Stewart","Jim Williams",Carer,"2020-04-25 02:21:21",923,Outgoing,16
"Lucas Stewart","Sarah Hall",Nurse,"2020-04-23 06:57:43",731,Incoming,24
"Lucas Stewart","Isabella Mitchell",Carer,"2020-06-04 05:33:08",660,Outgoing,86
"Lucas Stewart","Stephanie Miller",Nurse,"2020-04-28 10:20:18",162,Outgoing,9
"Lucas Stewart","Emma Robinson",Carer,"2020-05-20 04:33:06",647,Incoming,31
"Lucas Stewart","Kevin Young",Carer,"2020-06-12 03:10:40",401,Outgoing,25
"Lucas Stewart","Kevin Young",Carer,"2020-05-10 02:35:30",209,Outgoing,27
"Lucas Stewart","Stephanie Jones",Carer,"2020-05-10 01:28:49",395,Incoming,97
"Lucas Stewart","Ken Bennett",Carer,"2020-05-17 09:11:38",160,Incoming,19
"Lucas Stewart","Bradley Stewart",Carer,"2020-06-12 02:09:55",273,Outgoing,61
"Lucas Stewart","Candice Powell",Nurse,"2020-06-06 05:16:19",762,Incoming,58
"Lucas Stewart","Carole Adams",Nurse,"2020-05-22 10:38:51",268,Outgoing,48
"Lucas Stewart","Karlie Harrison",Carer,"2020-06-15 03:30:38",192,Incoming,4
"Lucas Stewart","Toby Martin",Carer,"2020-06-01 02:34:19",307,Outgoing,58
"Lucas Stewart","Michael Miller",Nurse,"2020-05-26 05:06:58",309,Incoming,80
"Lucas Stewart","Patrick Chapman",Nurse,"2020-06-07 12:22:51",199,Outgoing,40
"Lucas Stewart","Emma Smith",Carer,"2020-05-15 07:05:30",984,Outgoing,96
"Lucas Stewart","Jacob Matthews",Nurse,"2020-05-30 09:08:51",118,Incoming,35
"Lucas Stewart","Lola Ellis",Nurse,"2020-05-04 09:34:14",419,Incoming,100
"Lucas Stewart","Olivia Shaw",Carer,"2020-04-26 09:17:27",821,Incoming,100
"Lucas Stewart","Patrick Chapman",Nurse,"2020-05-16 02:39:06",181,Incoming,97
"Lucas Stewart","Lucas Wright",Carer,"2020-05-25 12:07:27",574,Outgoing,66
"Lucas Stewart","Julie Mason",Nurse,"2020-05-13 01:39:01",401,Outgoing,82
"Lucas Stewart","Yasmine Robertson",Nurse,"2020-04-16 03:57:39",909,Outgoing,16
"Lucas Stewart","Sophia Wilson",Nurse,"2020-05-31 12:39:51",682,Outgoing,99
"Lucas Stewart","Charlotte Powell",Nurse,"2020-05-10 04:45:56",505,Outgoing,23
"Lucas Stewart","Elliott Clark",Carer,"2020-05-19 07:44:28",698,Outgoing,18
"Lucas Stewart","Alexa Watson",Carer,"2020-06-02 01:16:45",453,Outgoing,3
"Lucas Stewart","Emma Robinson",Carer,"2020-04-22 08:26:38",639,Incoming,96
"Lucas Stewart","Adrian Hall",Nurse,"2020-06-07 02:08:57",320,Outgoing,38
"Lucas Stewart","Suzanne Campbell",Carer,"2020-05-09 04:22:14",315,Incoming,53
"Lucas Stewart","Kelly Walsh",Nurse,"2020-05-16 05:06:11",447,Incoming,66
"Lucas Stewart","Harry Graham",Carer,"2020-05-07 05:37:12",320,Outgoing,14
"Lucas Stewart","Phoebe Saunders",Carer,"2020-04-19 10:27:58",898,Outgoing,77
"Lucas Stewart","Freddie Bell",Carer,"2020-06-13 03:15:22",271,Incoming,43
"Lucas Stewart","Holly Murray",Carer,"2020-06-10 01:52:55",341,Incoming,46
"Lucas Stewart","Callum Johnson",Nurse,"2020-06-02 09:50:21",948,Incoming,54
"Lucas Stewart","Caitlin Ross",Carer,"2020-05-13 11:27:43",211,Outgoing,81
"Lucas Stewart","Rob Campbell",Carer,"2020-04-21 02:18:49",734,Incoming,46
"Lucas Stewart","Kelly Walsh",Nurse,"2020-05-15 02:32:19",112,Outgoing,30
"Lucas Stewart","Jayden Patel",Carer,"2020-06-15 02:29:11",699,Outgoing,15
"Lucas Stewart","Abbie Bailey",Carer,"2020-06-05 08:23:25",213,Outgoing,69
"Lucas Stewart","Lilly Murphy",Carer,"2020-06-13 06:48:11",108,Incoming,41
"Lucas Stewart","Sarah Hall",Nurse,"2020-06-11 09:06:53",130,Outgoing,34
"Lucas Stewart","Naomi Richardson",Carer,"2020-06-14 01:02:32",561,Incoming,61
"Lucas Stewart","Andrew Davis",Nurse,"2020-05-29 02:02:55",531,Outgoing,94
"Lucas Stewart","Yasmine Robertson",Nurse,"2020-05-22 04:56:15",448,Outgoing,89
"Lucas Stewart","Zach Robinson",Nurse,"2020-05-26 03:17:44",215,Incoming,64
"Lucas Stewart","Michael Miller",Nurse,"2020-05-19 03:14:50",178,Outgoing,76
"Lucas Stewart","Olivia Shaw",Carer,"2020-05-03 11:51:47",944,Incoming,31
"Lucas Stewart","Brandon Evans",Carer,"2020-05-03 08:15:27",950,Incoming,93
"Lucas Stewart","Ben Walsh",Carer,"2020-04-28 07:21:37",854,Outgoing,5
"Lucas Stewart","Suzanne Campbell",Carer,"2020-06-11 02:47:39",355,Outgoing,34
"Lucas Stewart","Lola Ellis",Nurse,"2020-04-30 09:04:50",286,Outgoing,21
"Lucas Stewart","Keith Simpson",Carer,"2020-04-15 11:24:54",242,Outgoing,45
"Lucas Stewart","Michael Phillips",Carer,"2020-05-22 10:11:28",165,Outgoing,1
"Lucas Stewart","Jim Williams",Carer,"2020-05-08 02:35:04",192,Outgoing,90
"Lucas Stewart","Caitlin Ross",Carer,"2020-05-01 01:48:20",349,Outgoing,47
"Lucas Stewart","Holly Murray",Carer,"2020-04-18 07:12:42",902,Incoming,23
"Lucas Stewart","Charlie Stewart",Carer,"2020-05-22 11:15:52",592,Outgoing,23
"Lucas Stewart","Andy Reid",Carer,"2020-05-03 02:12:29",434,Outgoing,62
"Lucas Stewart","Ryan Chapman",Nurse,"2020-05-19 12:31:19",270,Incoming,100
"Lucas Stewart","Scott Miller",Carer,"2020-05-02 11:22:27",838,Incoming,87
"Lucas Stewart","Faye Fox",Carer,"2020-06-15 10:01:25",577,Incoming,57
"Lucas Stewart","Charlotte Powell",Nurse,"2020-06-14 03:27:37",272,Outgoing,82
"Lucas Stewart","Lucas Wright",Carer,"2020-04-18 01:29:19",686,Outgoing,78
"Lucas Stewart","Christian Gray",Carer,"2020-06-10 10:01:28",386,Outgoing,49
"Lucas Stewart","Rob Campbell",Carer,"2020-06-11 06:47:29",397,Outgoing,22
"Lucas Stewart","Stephanie Miller",Nurse,"2020-06-15 07:12:26",409,Outgoing,29
"Lucas Stewart","Liam Adams",Carer,"2020-04-24 05:44:20",384,Incoming,5
"Lucas Stewart","Kevin Young",Carer,"2020-05-17 09:44:09",428,Incoming,77
"Lucas Stewart","Lola Ellis",Nurse,"2020-04-21 12:22:16",489,Outgoing,25
"Lucas Stewart","Andrew Davis",Nurse,"2020-04-17 02:37:32",430,Incoming,49
"Lucas Stewart","Michael Walker",Carer,"2020-06-15 01:39:00",694,Incoming,95
"Lucas Stewart","Phoebe Saunders",Carer,"2020-05-14 04:38:09",139,Incoming,59
"Lucas Stewart","Stephanie Miller",Nurse,"2020-05-29 06:41:17",845,Outgoing,37
"Lucas Stewart","Faye Fox",Carer,"2020-06-10 09:04:47",151,Outgoing,26
"Lucas Stewart","Patrick Chapman",Nurse,"2020-05-02 12:19:00",510,Incoming,32
"Lucas Stewart","Karlie Rogers",Nurse,"2020-05-03 02:00:55",743,Outgoing,41
"Lucas Stewart","Toby Martin",Carer,"2020-05-12 11:01:37",482,Outgoing,52
"Lucas Stewart","Abbie Bailey",Carer,"2020-05-04 11:36:24",722,Incoming,64
"Lucas Stewart","Aiden Richardson",Nurse,"2020-05-25 04:45:30",277,Outgoing,4
"Lucas Stewart","Suzanne Campbell",Carer,"2020-05-07 05:09:13",320,Incoming,99
"Lucas Stewart","Emma Robinson",Carer,"2020-04-22 06:19:36",670,Outgoing,35
"Lucas Stewart","Andrew Gray",Nurse,"2020-06-03 12:04:28",534,Outgoing,14
"Lucas Stewart","Michael Phillips",Carer,"2020-04-19 09:19:40",325,Incoming,0
"Lucas Stewart","Jayden Patel",Carer,"2020-04-17 04:20:42",193,Incoming,42
"Lucas Stewart","Bradley Stewart",Carer,"2020-05-24 04:46:52",713,Outgoing,70
"Lucas Stewart","Jessica Hunt",Carer,"2020-04-17 12:25:08",664,Outgoing,31
"Lucas Stewart","Paul Patel",Carer,"2020-05-13 03:33:48",395,Incoming,67
"Lucas Stewart","Michael Walker",Carer,"2020-05-26 01:16:02",599,Outgoing,29
"Lucas Stewart","Andrew Harrison",Carer,"2020-05-15 07:30:34",659,Outgoing,54
"Lucas Stewart","Andrew Davis",Nurse,"2020-05-14 10:48:54",907,Outgoing,34
"Lucas Stewart","Andy Reid",Carer,"2020-05-04 09:16:05",653,Outgoing,93
"Lucas Stewart","Rob Campbell",Carer,"2020-06-01 05:59:24",986,Incoming,66
"Lucas Stewart","Riley Kennedy",Nurse,"2020-04-20 07:05:24",424,Outgoing,6
"Lucas Stewart","Scott Collins",Carer,"2020-05-06 02:42:54",827,Outgoing,5
"Lucas Stewart","Christian Gray",Carer,"2020-04-30 11:11:19",386,Outgoing,55
"Lucas Stewart","Florence Fox",Nurse,"2020-05-24 04:15:35",496,Outgoing,89
"Lucas Stewart","Aiden Richardson",Nurse,"2020-05-01 12:46:17",503,Outgoing,41
"Lucas Stewart","Dylan Matthews",Nurse,"2020-04-20 10:30:44",912,Incoming,15
"Lucas Stewart","Charlotte Powell",Nurse,"2020-05-04 01:49:33",750,Outgoing,18
"Lucas Stewart","Jayden Patel",Carer,"2020-06-05 04:06:28",837,Outgoing,4
"Lucas Stewart","Adrian Hall",Nurse,"2020-05-03 03:41:18",989,Incoming,41
"Lucas Stewart","Andrew Gray",Nurse,"2020-04-24 04:17:12",336,Outgoing,65
"Lucas Stewart","Bradley Stewart",Carer,"2020-05-30 04:45:59",293,Outgoing,37
"Lucas Stewart","Joanne Walsh",Nurse,"2020-04-19 06:33:48",155,Outgoing,59
"Lucas Stewart","Lucas Wright",Carer,"2020-04-24 08:36:01",894,Incoming,36
"Lucas Stewart","Michael Miller",Nurse,"2020-05-01 06:31:35",538,Outgoing,77
"Lucas Stewart","Caitlin Ross",Carer,"2020-04-28 05:18:50",953,Outgoing,88
"Lucas Stewart","Bradley Stewart",Carer,"2020-05-07 08:05:51",613,Incoming,5
"Lucas Stewart","Paul Patel",Carer,"2020-05-27 10:32:33",526,Outgoing,95
"Lucas Stewart","Andrew Davis",Nurse,"2020-04-30 06:26:34",567,Incoming,65
"Lucas Stewart","Michael Walker",Carer,"2020-04-25 11:46:48",341,Incoming,39
"Lucas Stewart","Caitlin Thompson",Nurse,"2020-04-15 10:56:34",595,Outgoing,34
"Lucas Stewart","Gary Harris",Carer,"2020-04-26 06:41:54",362,Outgoing,24
"Lucas Stewart","Michael Phillips",Carer,"2020-05-24 03:52:42",986,Outgoing,24
"Lucas Stewart","Rowena Smith",Carer,"2020-05-01 08:17:50",315,Outgoing,73
"Lucas Stewart","Carole Hill",Nurse,"2020-04-19 05:30:07",309,Outgoing,19
"Lucas Stewart","Nathan Bennett",Carer,"2020-04-19 05:41:33",707,Outgoing,57
"Lucas Stewart","Stephanie Miller",Nurse,"2020-05-08 12:25:33",413,Outgoing,52
"Lucas Stewart","Courtney Price",Carer,"2020-05-20 04:17:20",996,Incoming,64
"Lucas Stewart","Liam Adams",Carer,"2020-05-12 09:33:57",248,Outgoing,26
"Lucas Stewart","Florence Fox",Nurse,"2020-05-16 09:22:44",222,Outgoing,67
"Lucas Stewart","Alexa Watson",Carer,"2020-06-01 05:39:26",711,Outgoing,41
"Lucas Stewart","Stephanie Miller",Nurse,"2020-05-13 04:55:25",847,Outgoing,92
"Lucas Stewart","Andrew Davis",Nurse,"2020-05-27 03:11:41",602,Incoming,51
"Lucas Stewart","Andrew Harrison",Carer,"2020-04-27 05:50:39",881,Outgoing,73
"Lucas Stewart","Scott Miller",Carer,"2020-04-15 07:37:56",623,Outgoing,40
"Lucas Stewart","Faye Fox",Carer,"2020-06-03 06:39:43",940,Outgoing,85
"Lucas Stewart","Charlie Stewart",Carer,"2020-04-22 06:57:03",945,Outgoing,41
"Lucas Stewart","Anthony Kelly",Nurse,"2020-04-26 07:32:56",203,Incoming,10
"Lucas Stewart","Elliott Saunders",Carer,"2020-04-19 03:16:38",975,Incoming,10
"Lucas Stewart","Scott Collins",Carer,"2020-05-09 11:37:23",258,Outgoing,99
"Lucas Stewart","Jim Williams",Carer,"2020-04-16 05:07:41",206,Outgoing,46
"Lucas Stewart","Lilly Murphy",Carer,"2020-05-10 01:04:33",241,Outgoing,22
"Lucas Stewart","Nathan Bennett",Carer,"2020-05-25 06:02:21",934,Incoming,5
"Lucas Stewart","Charles Scott",Carer,"2020-04-25 03:51:50",637,Incoming,85
"Lucas Stewart","Emma Robinson",Carer,"2020-06-12 04:39:17",867,Incoming,16
"Lucas Stewart","Stephanie Jones",Carer,"2020-04-28 09:17:12",945,Incoming,46
"Lucas Stewart","Riley Kennedy",Nurse,"2020-06-13 07:28:26",9467,Incoming,50
"Lucas Stewart","Bradley Stewart",Carer,"2020-06-13 12:42:14",9501,Incoming,85
"Lucas Stewart","Jessica Hunt",Carer,"2020-06-10 04:40:30",4885,Incoming,68
"Lucas Stewart","Carole Adams",Nurse,"2020-06-10 10:15:38",3146,Outgoing,27
"Lucas Stewart","Stephanie Miller",Nurse,"2020-06-15 04:14:58",1656,Incoming,49
"Lucas Stewart","Sarah Hall",Nurse,"2020-06-12 04:38:08",5698,Incoming,38
"Lucas Stewart","Michael Miller",Nurse,"2020-06-08 08:06:20",3397,Outgoing,86
"Lucas Stewart","Paul Patel",Carer,"2020-06-11 08:40:36",6636,Outgoing,8
"Lucas Stewart","Mohammed Roberts",Nurse,"2020-06-08 11:28:31",7272,Outgoing,26
"Lucas Stewart","Donna Holmes",Nurse,"2020-06-13 09:31:04",5833,Incoming,71
"Lucas Stewart","Dylan Matthews",Nurse,"2020-06-14 06:48:38",6658,Incoming,44
"Lucas Stewart","Rob Campbell",Carer,"2020-06-10 01:26:09",7307,Outgoing,99
"Lucas Stewart","Karlie Rogers",Nurse,"2020-06-13 01:30:48",2447,Outgoing,26
"Lucas Stewart","Holly Murray",Carer,"2020-06-09 12:44:21",3982,Outgoing,55
"Lucas Stewart","Freddie Bell",Carer,"2020-06-08 03:10:37",4017,Outgoing,93
"Lucas Stewart","Mohammed Roberts",Nurse,"2020-06-14 12:52:27",5920,Outgoing,37
"Lucas Stewart","Freddie Bell",Carer,"2020-06-10 05:59:48",8632,Incoming,25
"Lucas Stewart","Bradley Stewart",Carer,"2020-06-09 09:08:57",128,Outgoing,75
"Lucas Stewart","Elizabeth Carter",Nurse,"2020-06-09 05:45:52",5258,Incoming,11
"Lucas Stewart","Kevin Young",Carer,"2020-06-08 05:02:15",196,Incoming,10
"Lucas Stewart","Elizabeth Carter",Nurse,"2020-06-15 12:12:29",4472,Outgoing,72
"Lucas Stewart","Sophia Wilson",Nurse,"2020-06-12 11:13:26",7103,Incoming,17
"Lucas Stewart","Anthony Adams",Nurse,"2020-06-15 08:35:13",2279,Outgoing,14
"Lucas Stewart","Jacob Matthews",Nurse,"2020-06-14 05:34:44",318,Outgoing,22
"Lucas Stewart","Ken Bennett",Carer,"2020-06-09 01:04:16",8725,Incoming,80
"Lucas Stewart","Riley Kennedy",Nurse,"2020-06-08 10:11:20",6497,Outgoing,82
"Lucas Stewart","Michael Miller",Nurse,"2020-06-09 10:11:48",9374,Incoming,100
"Lucas Stewart","Caitlin Thompson",Nurse,"2020-06-10 05:13:21",5147,Incoming,61
"Lucas Stewart","Mark Walsh",Nurse,"2020-06-09 03:16:30",7562,Incoming,69
"Lucas Stewart","Elsie Shaw",Nurse,"2020-06-12 09:34:58",568,Incoming,32
"Lucas Stewart","Kelly Walsh",Nurse,"2020-06-09 02:16:16",1901,Incoming,15
"Lucas Stewart","Rob Campbell",Carer,"2020-06-15 08:11:32",5692,Incoming,70
"Lucas Stewart","Scott Miller",Carer,"2020-06-14 04:32:56",5174,Incoming,83
"Lucas Stewart","Riley Kennedy",Nurse,"2020-06-09 10:47:40",3898,Outgoing,17
"Lucas Stewart","Nathan Bennett",Carer,"2020-06-10 11:17:14",9597,Outgoing,8
"Lucas Stewart","Julie Mason",Nurse,"2020-06-09 09:57:47",9439,Outgoing,95
"Lucas Stewart","Anthony Kelly",Nurse,"2020-06-13 04:32:54",9320,Incoming,51
"Lucas Stewart","Faye Fox",Carer,"2020-06-13 12:44:21",1814,Incoming,2
"Lucas Stewart","Harry Graham",Carer,"2020-06-13 10:39:40",2605,Incoming,54
"Lucas Stewart","Riley Kennedy",Nurse,"2020-06-14 01:21:10",2254,Outgoing,16
"Lucas Stewart","Carole Hill",Nurse,"2020-06-11 07:37:27",8888,Incoming,33
"Lucas Stewart","Lilly Murphy",Carer,"2020-06-12 06:39:34",704,Incoming,24
"Lucas Stewart","Jacob Khan",Nurse,"2020-06-12 10:28:15",685,Incoming,86
"Lucas Stewart","Harry Graham",Carer,"2020-06-14 01:15:53",5633,Outgoing,60
"Lucas Stewart","Andrew Harrison",Carer,"2020-06-10 08:05:04",4439,Outgoing,40
"Lucas Stewart","Joanne Walsh",Nurse,"2020-06-14 08:40:51",5610,Outgoing,64
"Lucas Stewart","Gary Harris",Carer,"2020-06-09 11:32:08",3178,Outgoing,12
"Lucas Stewart","Mark Walsh",Nurse,"2020-06-15 08:39:51",9103,Incoming,58
"Lucas Stewart","Olivia Shaw",Carer,"2020-06-08 04:55:33",8326,Outgoing,2
"Lucas Stewart","Stephanie Miller",Nurse,"2020-06-15 05:50:33",6228,Incoming,13
"Lucas Stewart","Rowena Smith",Carer,"2020-06-10 01:23:24",8226,Incoming,86
"Lucas Stewart","Megan Knight",Nurse,"2020-06-15 10:50:44",2261,Outgoing,13
"Lucas Stewart","Patrick Chapman",Nurse,"2020-06-15 01:27:14",3649,Incoming,31
"Lucas Stewart","Jayden Patel",Carer,"2020-06-09 01:31:48",7133,Outgoing,3
"Lucas Stewart","Alexa Watson",Carer,"2020-06-11 02:02:50",3435,Outgoing,22
"Lucas Stewart","Charlotte Powell",Nurse,"2020-06-10 03:39:18",8324,Incoming,75
"Lucas Stewart","Harry Graham",Carer,"2020-06-15 11:21:28",9185,Outgoing,93
"Lucas Stewart","Jim Williams",Carer,"2020-06-10 05:57:07",4033,Incoming,31
"Lucas Stewart","Rachel Lloyd",Carer,"2020-06-13 09:28:07",7657,Outgoing,46
"Lucas Stewart","Karlie Harrison",Carer,"2020-06-12 11:56:29",5722,Incoming,78
"Lucas Stewart","Courtney Price",Carer,"2020-06-14 08:24:57",150,Outgoing,1
"Lucas Stewart","Emma Smith",Carer,"2020-06-15 02:49:28",3039,Outgoing,20
"Lucas Stewart","Justine Holmes",Nurse,"2020-06-14 02:57:33",1037,Outgoing,50
"Lucas Stewart","Mohammed Roberts",Nurse,"2020-06-13 07:40:17",9023,Incoming,90
"Lucas Stewart","Rachel Roberts",Carer,"2020-06-10 01:44:27",8962,Outgoing,83
"Lucas Stewart","Naomi Richardson",Carer,"2020-06-10 12:41:57",9900,Outgoing,5
"Lucas Stewart","Lexi Jones",Nurse,"2020-06-12 07:38:09",9757,Incoming,44
"Lucas Stewart","Elliott Clark",Carer,"2020-06-12 04:04:55",9534,Outgoing,61
"Lucas Stewart","Florence Fox",Nurse,"2020-06-16 03:15:14",7950,Outgoing,86
"Lucas Stewart","Phoebe Saunders",Carer,"2020-06-08 01:30:13",7415,Incoming,3
"Lucas Stewart","Julie Mason",Nurse,"2020-06-14 03:45:56",5039,Outgoing,34
"Lucas Stewart","Chelsea Price",Carer,"2020-06-16 12:25:38",7079,Outgoing,92
"Lucas Stewart","Lola Ellis",Nurse,"2020-06-13 03:52:12",6128,Outgoing,3
"Lucas Stewart","Aiden Richardson",Nurse,"2020-06-16 09:09:48",848,Outgoing,23
"Lucas Stewart","Phoebe Saunders",Carer,"2020-06-12 09:09:22",220,Incoming,75
"Lucas Stewart","Carole Hill",Nurse,"2020-06-09 12:49:36",1127,Outgoing,58
"Lucas Stewart","Anthony Kelly",Nurse,"2020-06-15 04:51:12",8085,Incoming,4
"Lucas Stewart","Karlie Harrison",Carer,"2020-06-14 01:25:42",6762,Outgoing,57
"Lucas Stewart","Rob Campbell",Carer,"2020-06-13 10:55:07",6486,Incoming,51
"Lucas Stewart","Gary Harris",Carer,"2020-06-08 04:13:16",7153,Incoming,89
"Lucas Stewart","Vicky Ellis",Nurse,"2020-06-12 07:01:48",6756,Outgoing,7
"Lucas Stewart","Lexi Cox",Nurse,"2020-06-15 12:27:42",2574,Incoming,96
"Lucas Stewart","Andrew Gray",Nurse,"2020-06-09 03:26:20",9117,Outgoing,97
"Lucas Stewart","Phoebe Saunders",Carer,"2020-06-15 08:08:20",5730,Outgoing,59
"Lucas Stewart","Brandon Evans",Carer,"2020-06-16 01:44:11",8505,Incoming,76
"Lucas Stewart","Quentin Harris",Carer,"2020-06-09 07:02:07",9527,Incoming,64
"Lucas Stewart","Andy Reid",Carer,"2020-06-11 05:06:16",2396,Outgoing,43
"Lucas Stewart","Lilly Murphy",Carer,"2020-06-16 12:47:46",772,Outgoing,59
"Lucas Stewart","Abbie Bailey",Carer,"2020-06-14 11:13:35",1577,Outgoing,79
"Lucas Stewart","Owen Green",Nurse,"2020-06-12 07:31:54",5037,Outgoing,88
"Lucas Stewart","Elliott Saunders",Carer,"2020-06-09 08:33:26",2038,Incoming,95
"Scott Green","Rachel Lloyd",Carer,"2020-04-20 12:42:26",512,Incoming,21
"Scott Green","Jacob Khan",Nurse,"2020-06-04 03:00:22",955,Outgoing,19
"Scott Green","Michael Walker",Carer,"2020-05-21 11:51:25",991,Outgoing,16
"Scott Green","Liam Adams",Carer,"2020-05-23 07:29:45",747,Outgoing,88
"Scott Green","Lola Ellis",Nurse,"2020-06-06 05:29:38",411,Outgoing,66
"Scott Green","Riley Kennedy",Nurse,"2020-05-23 09:54:19",218,Outgoing,71
"Scott Green","Charlie Stewart",Carer,"2020-04-16 03:06:07",368,Incoming,62
"Scott Green","Rob Campbell",Carer,"2020-05-09 09:58:23",671,Incoming,93
"Scott Green","Caitlin Thompson",Nurse,"2020-04-19 03:11:01",669,Incoming,20
"Scott Green","Florence Fox",Nurse,"2020-06-06 10:49:32",880,Incoming,41
"Scott Green","Elsie Shaw",Nurse,"2020-06-15 09:35:42",114,Incoming,64
"Scott Green","Riley Kennedy",Nurse,"2020-04-22 02:52:24",863,Outgoing,2
"Scott Green","Megan Knight",Nurse,"2020-05-04 09:16:41",232,Incoming,69
"Scott Green","Liam Adams",Carer,"2020-05-13 10:51:00",945,Incoming,5
"Scott Green","Caitlin Thompson",Nurse,"2020-05-25 12:25:53",803,Incoming,42
"Scott Green","Freddie Bell",Carer,"2020-05-18 11:12:09",917,Outgoing,64
"Scott Green","Frank Roberts",Carer,"2020-06-01 06:38:52",506,Incoming,91
"Scott Green","Jacob Khan",Nurse,"2020-06-03 06:34:48",241,Incoming,25
"Scott Green","Elizabeth Carter",Nurse,"2020-04-25 01:09:04",852,Incoming,51
"Scott Green","Elliott Clark",Carer,"2020-04-19 03:07:15",118,Incoming,36
"Scott Green","Vicky Ellis",Nurse,"2020-05-14 07:26:13",650,Incoming,3
"Scott Green","Christian Gray",Carer,"2020-05-16 09:55:54",968,Incoming,79
"Scott Green","Frank Roberts",Carer,"2020-04-22 02:21:26",737,Outgoing,79
"Scott Green","Andrew Gray",Nurse,"2020-06-10 07:24:00",399,Outgoing,59
"Scott Green","Aiden Richardson",Nurse,"2020-04-24 06:14:18",619,Outgoing,58
"Scott Green","Sophia Wilson",Nurse,"2020-05-31 06:57:29",589,Incoming,3
"Scott Green","Paul Patel",Carer,"2020-04-25 01:36:32",893,Incoming,6
"Scott Green","Jessica Hunt",Carer,"2020-05-02 07:24:11",699,Outgoing,49
"Scott Green","Anthony Adams",Nurse,"2020-05-17 02:52:45",208,Incoming,33
"Scott Green","Rowena Smith",Carer,"2020-04-30 11:13:49",230,Outgoing,2
"Scott Green","Naomi Richardson",Carer,"2020-05-03 04:46:15",823,Incoming,1
"Scott Green","Charlie Martin",Nurse,"2020-05-18 11:57:33",369,Incoming,84
"Scott Green","Scott Miller",Carer,"2020-04-21 06:32:07",109,Outgoing,34
"Scott Green","Charlie Stewart",Carer,"2020-06-02 02:48:05",189,Outgoing,72
"Scott Green","Chelsea Price",Carer,"2020-05-12 02:49:58",183,Outgoing,43
"Scott Green","Lola Ellis",Nurse,"2020-06-01 06:57:59",889,Outgoing,34
"Scott Green","Scott Collins",Carer,"2020-04-29 06:56:10",591,Outgoing,60
"Scott Green","Kelly Walsh",Nurse,"2020-04-26 11:06:02",780,Outgoing,7
"Scott Green","Elsie Shaw",Nurse,"2020-05-15 02:38:17",506,Incoming,90
"Scott Green","Lexi Jones",Nurse,"2020-05-23 12:43:15",985,Outgoing,15
"Scott Green","Carole Adams",Nurse,"2020-06-01 12:45:21",447,Incoming,83
"Scott Green","Zach Robinson",Nurse,"2020-06-02 03:26:50",651,Outgoing,63
"Scott Green","Olivia Shaw",Carer,"2020-05-21 07:11:33",386,Outgoing,5
"Scott Green","Jayden Patel",Carer,"2020-04-27 07:24:14",863,Incoming,29
"Scott Green","Chelsea Price",Carer,"2020-04-25 05:49:05",223,Incoming,35
"Scott Green","Vicky Ellis",Nurse,"2020-05-20 06:23:39",193,Incoming,79
"Scott Green","Caitlin Thompson",Nurse,"2020-05-10 12:51:33",236,Outgoing,70
"Scott Green","Kelly Walsh",Nurse,"2020-06-11 05:10:16",492,Incoming,56
"Scott Green","Gary Harris",Carer,"2020-05-27 05:40:35",228,Outgoing,68
"Scott Green","Charlie Stewart",Carer,"2020-04-27 08:06:50",362,Outgoing,94
"Scott Green","Andrew Davis",Nurse,"2020-04-26 03:09:32",354,Incoming,39
"Scott Green","Suzanne Campbell",Carer,"2020-06-15 07:44:27",173,Incoming,14
"Scott Green","Andy Reid",Carer,"2020-05-27 08:24:54",477,Outgoing,59
"Scott Green","Stephanie Jones",Carer,"2020-04-23 05:04:21",838,Outgoing,2
"Scott Green","Callum Johnson",Nurse,"2020-05-28 02:53:08",272,Outgoing,34
"Scott Green","Karlie Baker",Nurse,"2020-04-21 07:40:51",541,Incoming,31
"Scott Green","Mohammed Roberts",Nurse,"2020-05-15 07:58:20",964,Outgoing,98
"Scott Green","Julie Mason",Nurse,"2020-05-23 03:12:53",806,Incoming,92
"Scott Green","Carole Adams",Nurse,"2020-04-28 03:40:18",868,Incoming,52
"Scott Green","Rachel Roberts",Carer,"2020-05-27 02:36:09",295,Incoming,98
"Scott Green","Holly Murray",Carer,"2020-04-21 08:49:54",523,Incoming,86
"Scott Green","Paul Patel",Carer,"2020-06-10 10:27:17",401,Incoming,58
"Scott Green","Sally Lloyd",Carer,"2020-04-22 12:39:19",482,Incoming,30
"Scott Green","Lola Ellis",Nurse,"2020-05-28 10:02:05",612,Incoming,14
"Scott Green","Caitlin Thompson",Nurse,"2020-05-29 01:29:01",856,Outgoing,50
"Scott Green","Keith Simpson",Carer,"2020-05-19 09:34:33",658,Outgoing,1
"Scott Green","Charles Scott",Carer,"2020-05-12 10:45:22",349,Outgoing,73
"Scott Green","Ryan Chapman",Nurse,"2020-04-26 03:15:57",888,Incoming,56
"Scott Green","Owen Green",Nurse,"2020-04-16 10:55:34",465,Outgoing,29
"Scott Green","Kelly Walsh",Nurse,"2020-05-24 09:12:38",777,Outgoing,56
"Scott Green","Andrew Harrison",Carer,"2020-05-25 08:26:07",288,Incoming,69
"Scott Green","Julie Mason",Nurse,"2020-05-08 05:03:51",950,Outgoing,52
"Scott Green","Quentin Harris",Carer,"2020-06-14 09:29:50",272,Outgoing,8
